"Data Source","World Development Indicators",

"Last Updated Date","2020-05-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8544002397882","99.8679202175221","99.8814401952561","99.8949601729901","99.908480150724","99.922000128458","99.9355201061919","99.9490400839259","99.9625600616598","99.9760800393938","99.9896000171277","100","100","100","100","100","100","100","","",
"Bahamas, The","BHS","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6018273385256","88.1192100717408","88.6379844039754","89.1581503352292","89.6797078655026","90.2026569947952","90.7269977231071","91.2527300504385","91.7798539767891","92.3083695021592","92.8382766265486","93.3695753499573","93.9022656723855","94.2450378918434","94.5878101113014","94.9305823307593","94.9305823307593","94.9305823307593","","",
"Bosnia and Herzegovina","BIH","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.0784432803657","95.0879643631274","95.0981446581421","95.1088611297969","95.1202498670004","95.1357873060456","95.1516306338112","95.1678988092051","95.1844596809788","95.2013230914765","95.2184856098723","95.2360130639489","95.2539072490449","95.2720360179268","95.2905323559872","95.3129369967902","95.3361487686584","95.3602353087281","","",
"Belarus","BLR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6736276175404","91.6436202812547","91.6138535785813","91.5843988803145","92.1099801334363","92.6427863842847","93.1827199172257","93.7296754069221","94.2835204276443","94.8442374766767","95.4109795671211","95.9850888293028","96.5668357378464","97.1560728848175","97.7526376167495","97.7649765159934","97.7777512941361","97.7909519750284","","",
"Belize","BLZ","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4379862479792","82.7632618534016","83.0885668410013","83.4138991959922","83.7392632740963","84.0550525402723","84.3704259049354","84.6853796669715","84.999912484829","85.3140220148245","85.6277072662178","85.9422351850168","86.2578564152308","86.5747580136313","86.8930432804845","87.2129839781893","87.5347760228182","87.8585235497944","","",
"Bermuda","BMU","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9941429050383","99.9865593310404","99.9789757570425","99.9713921830446","99.9638086090467","99.9562250350488","99.948641461051","99.9410578870531","99.9334743130552","99.9258907390573","99.9183071650594","99.9107235910615","99.9031400170636","99.9031400170636","99.9031400170636","99.9031400170636","99.9031400170636","99.9031400170636","","",
"Bolivia","BOL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5145179782466","35.6051420920803","36.6805118512144","37.750180912002","38.8173000988242","39.8812723274929","40.9430321590806","42.616107203658","44.3169335881031","46.0446629679869","47.799686919","49.5824052821373","51.3925808171967","53.2121330623575","55.0474922215253","56.9099798669174","58.8000080540831","60.7169375713243","","",
"Brazil","BRA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8637141854533","73.8271474459836","74.7710999128085","75.7093073390706","76.6414253805401","77.5675669367618","78.4882675048332","79.4036216500588","80.3137255442734","81.2178894718305","82.1170213264266","83.0145564938286","83.9070988456805","84.7940502928947","85.676585913056","86.5540917460118","87.426360059913","88.2938494055597","","",
"Barbados","BRB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8534902197376","89.3536190555618","89.8537478913859","90.35387672721","90.8540055630342","91.3541343988583","91.8542632346825","92.3543920705066","92.8545209063307","93.3546497421548","93.854778577979","94.3549074138031","94.8550362496273","95.3551650854515","95.8552939212757","96.3554227570998","96.855551592924","97.2793784985907","","",
"Brunei Darussalam","BRN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","96.3490419463857","","","","",
"Bhutan","BTN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.7648678779012","50.1108858447413","51.5963167111945","53.0531401322223","54.4802097243059","55.8641835515148","57.1175449579799","58.347940788084","59.5548667798974","60.7372433270714","61.8950646174091","63.0278740417908","64.1331137062707","65.2108405257024","66.2613527077674","67.2851063276581","68.2824838214476","69.2539354517128","","",
"Botswana","BWA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.9161137492347","53.3312358527288","54.6351368902736","55.9306238444203","57.2354402647913","58.5484663804573","59.8707848000912","61.6023324552395","63.3424566641514","65.0869053438476","66.8374053579315","68.592319451826","70.1498570211884","71.6801397886209","73.2176910933369","74.7620657737556","76.0173099341028","77.2692247843667","","",
"Central African Republic","CAF","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0192618179043","15.7940573917268","16.5720838567815","17.3531662352726","18.1373018256642","18.9301638891368","19.7329256213265","20.5470684764122","21.3734940574862","22.2133750302748","23.0682501850038","23.9389655482317","24.8270967165202","24.9372247989515","25.0557637267249","25.183111618783","25.3196707449267","","","",
"Canada","CAN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7821484904636","99.7837137345119","99.7840806847762","99.7844554701705","99.7848224174336","99.7461537929165","99.7075821303503","99.6695122773766","99.6314931153581","99.593520175844","99.5555938194796","99.5176050549222","99.4789713562807","99.4403418296497","99.4017200368672","99.3631209778315","99.324530417856","99.2860128514909","","",
"Central Europe and the Baltics","CEB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.4774020668444","88.3415747950061","88.6536322317579","88.9417484463231","89.227416814104","89.518753110031","89.9625363174907","90.4326537456654","90.9073692698333","91.3577621896475","91.7951040602753","92.2315607377179","92.6578379096221","93.0797943773281","93.5029138756632","93.9355628614444","94.3733185540859","94.7107741644413","","",
"Switzerland","CHE","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8998749043291","99.8996691156503","99.8990407113499","99.8984101912883","99.8977875101882","99.8971611227246","99.8965376262997","99.8959137471945","99.8952975138248","99.8946743201942","99.8940603903313","99.8934393942855","99.8928221110681","99.8922055758708","99.8915903462831","99.8909732281809","99.8903626469298","99.8903735152104","","",
"Channel Islands","CHI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","","",
"Chile","CHL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0711090566736","92.6610195769311","93.2289142216866","93.7458865310992","94.2609582173559","94.7734916121682","95.2841252790334","95.792478377238","96.2988961940926","96.8030739067988","97.3050695530395","97.805112245095","98.3030010325413","98.7988459969559","99.2546369920863","99.6310285416858","100","100.000001352226","","",
"China","CHN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2896013225494","56.9037706766036","58.907284142107","60.8762195364931","62.8097668828392","64.7057608431511","66.5526382400907","68.3565772889181","70.1247124867885","71.8552693327081","73.5496269827323","75.1935551961883","76.7958781604309","78.4556409739346","80.0822936476644","81.6754050978285","83.2351730239196","84.7607877105451","","",
"Cote d'Ivoire","CIV","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9994137694048","21.4231914254742","21.846644285771","22.2694492768662","22.6919209072784","23.3576427984641","24.034235459353","24.7214855021576","25.4191756196854","26.1264831923449","26.8438077594019","27.5709265626127","28.3073284011576","29.0528006862092","29.8071325944733","30.5726951958805","31.3486226163171","32.134907136788","","",
"Cameroon","CMR","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0405984999601","39.9264247734992","39.8186121243411","39.6844544415253","39.5610291871662","39.4473569957037","39.343972383377","39.2508165915229","39.1678259583505","39.09459977655","39.0314019379814","38.9778163546843","38.9337620824253","38.8987926448638","38.8728100431357","38.855713046176","38.8474046534115","39.075550156475","","",
"Congo, Dem. Rep.","COD","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4019754784193","21.2232372173637","21.0460684121603","20.8704831308079","20.6964957748258","20.5242641846448","20.5227840679911","20.519594276447","20.5147034948004","20.5082748836933","20.5003169478394","20.4910014135298","20.4803353457291","20.4684046834666","20.4553508668037","20.4412177633718","20.4260982701292","20.4559768639167","","",
"Congo, Rep.","COG","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9201108304489","11.9684714959703","12.2942560964359","12.6236773517006","13.0815259921029","13.5511101190195","14.0325365003513","14.5260424330885","15.032039616298","15.5506895055373","16.0823104533398","16.626753634971","17.1843321212816","17.7552090878111","18.3393604125401","18.9369279554828","19.5480531724779","20.1728789244707","","",
"Colombia","COL","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.5651499382537","72.6525679753294","73.7369823046189","74.8183915664856","75.8965355800158","76.9714374372285","78.0431412032772","79.1114179807775","80.1765807888868","81.2386546076379","82.2974674145602","83.3530732131057","84.4057541451035","85.4553652542572","86.5019676296613","87.5458273898057","88.5869940204514","89.6253577567162","","",
"Comoros","COM","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2036880559107","30.4360322005028","31.0518310698669","31.620128083283","32.1413173916945","32.6181072977583","33.0502374235198","33.4374451081623","33.7793056003122","34.0757319976162","34.3266163815745","34.5313822734144","34.6899268334445","34.8021238075834","34.867431067634","35.8152676781796","35.8348916024195","35.8566241162328","","",
"Cabo Verde","CPV","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.0408672386966","42.2056075087986","44.3542972241363","46.4860457030922","48.6015551351416","50.6997373662336","52.7815858816993","54.8463813453764","56.8950619581957","58.9262162901562","60.9381535680237","62.8647919376957","64.781768592968","66.6889307482781","68.5863650584288","70.4741484338521","72.2460008187226","73.8537867599119","","",
"Costa Rica","CRI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2583077061027","93.5057482346251","93.7466308512147","93.9809811347953","94.2086881873746","94.429501567339","94.6437790629387","94.8514445374356","95.0527118588387","95.4014549745362","95.7397211801722","96.0674990640312","96.3839192573114","96.6895985679084","96.9851934692206","97.2714376265425","97.5489766928287","97.8183602521861","","",
"Caribbean small states","CSS","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3057443564563","83.5931491314648","83.8800550437336","84.1662747184036","84.5680076025627","84.9671522646739","85.3663790472719","85.7658307261989","86.1652852358599","86.5644156858509","86.9577056274704","87.3393209898985","87.7084249752276","88.0620944759258","88.3213492610608","88.594836667451","88.9593256025906","89.0112985505125","","",
"Cuba","CUB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0260396425456","87.1620788668848","87.2952397497234","87.4146370722226","87.5214009750539","87.9659131102672","88.4109404282188","88.8564489164208","89.3023876023072","89.7486464402423","90.1952938296111","90.6422780127045","91.0895865971562","91.5362292910897","91.9845521542765","92.4349645752294","92.811458855482","92.8102417631483","","",
"Curacao","CUW","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0945513612261","98.1603762656102","98.2262011699943","98.2920260743783","98.3578509787624","98.4236758831465","98.4895007875306","98.5553256919147","98.6211505962987","98.6869755006828","98.7528004050669","98.818625309451","98.8844502138351","98.9502751182192","98.9502751182192","98.9502751182192","98.9502751182192","98.9502751182192","","",
"Cayman Islands","CYM","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","83.654025","","","",
"Cyprus","CYP","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8530978380746","99.852838917584","99.8529962859636","99.8417184368923","99.816659713536","99.7670866164865","99.7172213315524","99.6670531005788","99.6165906400477","99.5658279089965","99.5147659686686","99.4633995706943","99.4117345936359","99.3599164834735","99.3079910141607","99.2560451299793","99.2041337188527","99.1523114561557","","",
"Czech Republic","CZE","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1397116935426","99.1395784943446","99.1393612415698","99.1391452478085","99.1389238694904","99.1386994670816","99.138469688751","99.1382410351617","99.1380098763664","99.1377727885488","99.1375332307728","99.1372969251309","99.1369154281565","99.1363958116798","99.1358877757976","99.1353786321235","99.1347835792682","99.1340992258206","","",
"Germany","DEU","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2181079722301","99.2187312348581","99.2193443455627","99.2199568216962","99.2205638844988","99.2211703269681","99.2217730910059","99.2223734834739","99.2229678429115","99.2235568133222","99.2241475369892","99.2247328517899","99.2247629994539","99.2247955654011","99.2248233553208","99.2248535093157","99.2249259262689","99.2250375649813","","",
"Djibouti","DJI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.242657052957","47.2638529987172","47.2850399319461","47.3062341344729","47.3274267773747","48.5877820854772","49.8447537195745","51.0978749862166","52.3471338842072","53.5920078853886","54.83810312881","56.0856621646342","57.3343824811184","58.5850113523164","59.8366848821208","61.0912273602414","62.3472119631012","63.6053572453779","","",
"Dominica","DMA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0324232699665","65.2924540177477","66.5524847655294","67.812515513311","69.0725462610926","70.3325770088738","71.5926077566555","72.8526385044371","74.1126692522183","75.3726999999999","76.6327307477816","77.8927614955628","77.8927614955628","77.8927614955628","77.8927614955628","77.8927614955628","","","","",
"Denmark","DNK","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5972417823955","99.5972359034807","99.5972366421106","99.5972429759651","99.5972387557914","99.5972409442223","99.5972343667293","99.5972346982921","99.5972361291387","99.597235446638","99.5972370583087","99.5972287633355","99.5972291186618","99.5972349958882","99.5972334294952","99.5972276070737","99.5972292785247","99.5972288164915","","",
"Dominican Republic","DOM","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.7514540768451","78.0609552935725","78.371656157604","78.7309050682021","79.111267697019","79.4916677325093","79.8724838215561","80.2533153481499","80.6341037374265","81.0138331703963","81.3932280754621","81.759506993104","82.1167460645631","82.4732745227877","82.8292593302581","83.1847591538341","83.5395612297675","83.8932063216788","","",
"Algeria","DZA","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.730576615396","84.0721425099695","84.4007688339975","84.7162161679645","85.0186149397705","85.3078052066562","85.5842630446577","85.847854346242","86.0990176089512","86.3362023865121","86.5604296919394","86.7717408223521","86.9706485089717","87.1574535295076","87.3327341136295","87.4967167440158","87.5423164577779","87.5865709329942","","",
